failure_class,area,shape,mode,detail,signatures,rows,example_signature,example_seed,example_profile,example_replay_path
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<a> => <a>,4,4,4ade4baebf6b,3429480,full-document,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-3429480/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<h3> => <h3>,4,4,4b0fe09b30d6,4790619,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-4790619/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<source> => <source>,4,4,555ad750c859,5145371,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-5145371/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<svg svg> => <i>,4,4,56b24e7e7acf,1235038,body-fragment,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-1235038/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<main> => <main>,4,4,59d209abd5c4,3827668,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-3827668/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <track>,4,4,66e4fef67bf4,5826597,deep-nesting,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-5826597/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<i> => <i>,4,4,6994621947ce,5840983,template,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-5840983/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<custom-element> => <font>,4,4,78723f63c980,7748766,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-7748766/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<iframe> => <iframe>,4,4,8a68529ee2a3,4376720,template,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-4376720/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<i> => <i>,4,4,9dcb1da985e3,8240688,template,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-8240688/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<style> => <style>,4,4,9dde133528ce,4019610,rawtext-rcdata,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-4019610/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <article>,4,4,a702ae608590,7971088,body-fragment,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-7971088/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <wbr>,3,5,e8b329f44298,1964228,tables,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-1964228/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <a>,3,4,208963d9da67,4466438,body-fragment,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-4466438/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <ol>,3,4,50b17d445411,4532881,resource-stress,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-4532881/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,full-document,<br> => <main>,3,4,57a3d0ca1729,199136,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-199136/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,full-document,<br> => <div>,3,4,5ada679b8496,4480271,full-document,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-4480271/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <label>,3,4,f51ee67428bd,6427706,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-6427706/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<area> => <area>,3,3,00af68fdd3ff,2064881,incomplete-malformed,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-2064881/primary/replay.json
tree-mismatch,template content tree construction,wordpress-scalar-dom-element,full-document,"""<value>"" => <font>",3,3,0c89b2063157,3640873,full-document,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-3640873/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,full-document,<br> => <link>,3,3,0cfce3fa70a3,6975724,template,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-6975724/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <dl>,3,3,10c9a3b00e01,3841787,body-fragment,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-3841787/primary/replay.json
tree-mismatch,template content tree construction,wordpress-scalar-dom-element,fragment-body,"""<value>"" => <strong>",3,3,114c7ebd578b,1662398,incomplete-malformed,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-1662398/primary/replay.json
tree-mismatch,template content tree construction,wordpress-scalar-dom-element,full-document,"""<value>"" => <u>",3,3,15f300ed5bd7,1942653,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-1942653/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <blockquote>,3,3,18b5d0b26ca8,1306429,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-1306429/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<math math> => <font>,3,3,1979cd115c16,6916698,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-6916698/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <script>,3,3,1cbebb3b896b,876081,template,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-876081/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,full-document,<br> => <input>,3,3,1ee499d5c6dc,1198294,select,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-1198294/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,full-document,<br> => <p>,3,3,1f782719e240,7258532,template,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-7258532/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<noembed> => <noembed>,3,3,20b96ca21c17,2508009,template,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-2508009/primary/replay.json
tree-mismatch,template content tree construction,wordpress-scalar-dom-element,fragment-body,"""<value>"" => <a>",3,3,2368d10a8bc0,7055118,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-7055118/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <option>,3,3,257945151685,1579339,template,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-1579339/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,full-document,<svg svg> => <em>,3,3,291883deb263,2403300,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-2403300/primary/replay.json
tree-mismatch,template content tree construction,wordpress-scalar-dom-element,fragment-body,"""<value>"" => <small>",3,3,293fc214e5b7,1693743,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-1693743/primary/replay.json
tree-mismatch,template content tree construction,different-scalar-lines,fragment-body,"<!-- <comment> --> => ""<value>""",3,3,31ea8c9ffef8,3199623,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-3199623/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,full-document,<math math> => <b>,3,3,35c0224ffa10,6295174,comments-doctype-bogus,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-6295174/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <button>,3,3,36a8fca4e134,1696312,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-1696312/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<small> => <small>,3,3,375e4d226d50,1446937,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-1446937/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<style> => <style>,3,3,389c7883a334,7897566,template,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-7897566/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <strong>,3,3,3ad71394e3a5,1276822,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-1276822/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,full-document,<br> => <label>,3,3,4590695a5d49,575104,template,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-575104/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<br> => <br>,3,3,49251f5186e1,7135514,full-document,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-7135514/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,full-document,<form> => <table>,3,3,4c93298e9750,5984823,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-5984823/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <form>,3,3,65f817b93850,4107345,template,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-4107345/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <iframe>,3,3,6a4987087608,5157694,body-fragment,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-5157694/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<option> => <option>,3,3,7799ca3f8c31,3057948,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-3057948/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<custom-element> => <i>,3,3,801047295ac1,2637219,incomplete-malformed,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-2637219/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<button> => <button>,3,3,859a035e2caa,886371,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-886371/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,full-document,<br> => <img>,3,3,a3bb77f99272,6691730,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-6691730/primary/replay.json
tree-mismatch,template content tree construction,wordpress-scalar-dom-element,full-document,"""<value>"" => <i>",3,3,be6c5304c872,8213200,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-8213200/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <noframes>,3,3,d083c0581bf0,8161810,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-8161810/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <noscript>,2,4,15a3f2391ac8,5038887,comments-doctype-bogus,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-5038887/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,full-document,<br> => <form>,2,4,a27bce6ab027,2064131,full-document,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-2064131/primary/replay.json
